Drug1,Drug2,Increase Activity Interaction,Decrease Activity Interaction,Increase Effect Interaction,Decrease Effect Interaction,Increase Efficacy Interaction,Decrease Efficacy Interaction,Other Interaction
DB12693,DB00696,0,0,1,0,0,0,0
DB12693,DB00934,0,0,0,0,0,0,1
DB12693,DB06288,1,0,0,0,0,0,0
DB12693,DB11957,0,0,1,0,0,0,0
DB12693,DB01624,0,0,0,0,0,0,1
DB12693,DB13948,0,0,1,0,0,0,0
DB12693,DB02959,0,0,1,0,0,0,0
DB12693,DB00344,0,0,1,0,0,0,0
DB12693,DB09226,0,0,1,0,0,0,0
DB12693,DB09016,0,0,1,0,0,0,0
DB12693,DB01239,0,0,1,0,0,0,0
DB12693,DB04821,0,0,1,0,0,0,0
DB12693,DB04818,1,0,0,0,0,0,0
DB12693,DB09243,1,0,0,0,0,0,0
DB12693,DB11755,0,0,1,0,0,0,0
DB12693,DB00391,1,0,0,0,0,0,0
DB12693,DB00579,0,0,1,0,0,0,0
DB12693,DB00472,0,0,1,0,0,0,0
DB12693,DB01509,0,0,1,0,0,0,0
DB12693,DB04948,0,0,0,0,1,0,0
DB12693,DB06480,0,0,0,0,0,0,0
DB12693,DB00176,0,0,0,0,0,0,1
DB12693,DB05271,1,0,0,0,0,0,0
DB12693,DB09247,0,0,1,0,0,0,0
DB12693,DB01079,0,0,0,0,0,0,1
DB12693,DB04896,0,0,1,0,0,0,0
DB12693,DB09244,1,0,0,0,0,0,0
DB12693,DB00601,0,0,1,0,0,0,0
DB12693,DB09187,0,0,1,0,0,0,0
DB12693,DB09307,0,0,1,0,0,0,0
DB12693,DB00508,0,0,1,0,0,0,0
DB12693,DB01151,0,0,0,0,0,0,1
DB12693,DB13225,0,0,1,0,0,0,0
DB12693,DB00865,0,0,1,0,0,0,0
DB12693,DB00589,0,0,0,0,0,0,1
DB12693,DB13940,0,0,1,0,0,0,0
DB12693,DB13550,0,0,1,0,0,0,0
DB12693,DB00933,0,0,0,0,0,0,1
DB12693,DB09042,0,0,1,0,0,0,0
DB12693,DB00715,0,0,0,0,0,0,1
DB12693,DB06684,0,0,0,0,0,0,1
DB12693,DB06654,1,0,0,0,0,0,0
DB12693,DB01242,0,0,0,0,0,0,1
DB12693,DB08953,0,0,1,0,0,0,0
DB12693,DB00780,1,0,0,0,0,0,0
DB12693,DB13876,1,0,0,0,0,0,0
DB12693,DB00904,0,0,0,0,0,0,1
DB12693,DB12833,0,0,1,0,0,0,0
DB12693,DB00752,1,0,0,0,0,0,0
DB12693,DB13114,0,0,1,0,0,0,0
DB12693,DB13273,0,0,1,0,0,0,0
DB12693,DB01392,0,0,0,0,1,0,0
DB12693,DB00952,0,0,1,0,0,0,0
DB12693,DB11859,0,0,1,0,0,0,0
DB12693,DB00837,0,0,1,0,0,0,0
DB12693,DB08059,0,0,1,0,0,0,0
DB12693,DB01238,0,0,0,0,0,0,1
DB12693,DB12163,0,0,1,0,0,0,0
DB12693,DB13875,1,0,0,0,0,0,0
DB12693,DB01104,0,0,0,0,0,0,1
DB12693,DB01142,0,0,0,0,0,0,1
DB12693,DB09185,0,0,1,0,0,0,0
DB12693,DB05542,0,0,1,0,0,0,0
DB12693,DB00721,1,0,0,0,0,0,0
DB12693,DB11686,0,0,1,0,0,0,0
DB12693,DB05607,0,0,1,0,0,0,0
DB12693,DB01622,0,0,1,0,0,0,0
DB12693,DB08839,0,0,1,0,0,0,0
DB12693,DB00875,0,0,1,0,0,0,0
DB12693,DB11699,0,0,1,0,0,0,0
DB12693,DB11675,0,0,1,0,0,0,0
DB12693,DB06077,0,0,1,0,0,0,0
DB12693,DB05316,1,0,0,0,0,0,0
DB12693,DB08996,0,0,1,0,0,0,0
DB12693,DB01626,1,0,0,0,0,0,0
DB12693,DB01191,0,0,0,0,0,0,1
DB12693,DB06506,0,0,0,0,0,0,1
DB12693,DB00751,0,0,0,0,0,0,1
DB12693,DB08811,0,0,1,0,0,0,0
DB12693,DB04829,0,0,0,0,0,0,1
DB12693,DB13384,0,0,1,0,0,0,0
DB12693,DB04946,0,0,0,0,0,0,1
DB12693,DB00408,0,0,1,0,0,0,0
DB12693,DB06700,0,0,1,0,0,0,0
DB12693,DB13246,0,0,1,0,0,0,0
DB12693,DB14185,0,0,0,0,0,0,1
DB12693,DB00434,0,0,0,0,0,1,0
DB12693,DB11732,0,0,1,0,0,0,0
DB12693,DB00206,0,0,1,0,0,0,0
DB12693,DB06204,1,0,0,0,0,0,0
DB12693,DB09023,0,0,1,0,0,0,0
DB12693,DB01367,1,0,0,0,0,0,0
DB12693,DB14754,0,0,1,0,0,0,0
DB12693,DB01224,0,0,0,0,0,0,1
DB12693,DB00216,0,0,0,0,0,0,1
DB12693,DB01616,0,0,1,0,0,0,0
DB12693,DB00458,0,0,0,0,0,0,1
DB12693,DB06582,0,0,1,0,0,0,0
DB12693,DB01577,0,0,0,0,0,0,1
DB12693,DB01445,0,0,1,0,0,0,0
DB12693,DB04832,0,0,1,0,0,0,0
DB12693,DB12465,0,0,1,0,0,0,0
DB12693,DB00490,0,0,0,0,0,0,1
DB12693,DB13014,0,0,1,0,0,0,0
DB12693,DB00477,0,0,0,0,0,0,1
DB12693,DB00656,0,0,1,0,0,0,0
DB12693,DB01149,0,0,0,0,0,0,1
DB12693,DB13352,0,0,1,0,0,0,0
DB12693,DB09184,0,0,1,0,0,0,0
DB12693,DB01049,0,0,1,0,0,0,0
DB12693,DB00924,0,0,1,0,0,0,0
DB12693,DB00285,0,0,1,0,0,0,0
DB12693,DB06660,0,0,1,0,0,0,0
DB12693,DB00969,0,0,1,0,0,0,0
DB12693,DB00866,0,0,0,0,0,0,1
DB12693,DB01356,0,0,1,0,0,0,0
DB12693,DB01247,1,0,0,0,0,0,0
DB12693,DB06731,0,0,1,0,0,0,0
DB12693,DB00321,0,0,0,0,0,0,1
DB12693,DB08550,1,0,0,0,0,0,0
DB12693,DB04917,0,0,1,0,0,0,0
DB12693,DB00777,0,0,1,0,0,0,0
DB12693,DB06216,0,0,1,0,0,0,0
DB12693,DB04871,0,0,0,0,0,0,1
DB12693,DB00714,0,0,1,0,0,0,0
DB12693,DB00476,0,0,0,0,0,0,1
DB12693,DB00420,0,0,0,0,0,0,1
DB12693,DB09014,0,0,1,0,0,0,0
DB12693,DB01621,0,0,0,0,0,0,1
DB12693,DB01069,0,0,0,0,0,0,1
DB12693,DB14509,0,0,1,0,0,0,0
DB12693,DB04599,0,0,1,0,0,0,0
DB12693,DB09241,1,0,0,0,0,0,0
DB12693,DB09249,1,0,0,0,0,0,0
DB12693,DB01614,0,0,1,0,0,0,0
DB12693,DB00377,0,0,0,0,0,0,1
DB12693,DB01359,0,0,0,0,0,0,1
DB12693,DB13520,0,0,1,0,0,0,0
DB12693,DB00248,0,0,1,0,0,0,0
DB12693,DB01954,0,0,1,0,0,0,0
DB12693,DB09253,1,0,0,0,0,0,0
DB12693,DB00679,0,0,0,0,0,0,1
DB12693,DB00669,0,0,1,0,0,0,0
DB12693,DB04842,0,0,1,0,0,0,0
DB12693,DB09251,1,0,0,0,0,0,0
DB12693,DB01267,0,0,0,0,0,0,1
DB12693,DB00614,1,0,0,0,0,0,0
DB12693,DB12661,0,0,1,0,0,0,0
DB12693,DB14010,0,0,0,0,0,0,1
DB12693,DB00604,0,0,1,0,0,0,0
DB12693,DB13219,0,0,1,0,0,0,0
DB12693,DB04885,0,0,1,0,0,0,0
DB12693,DB06109,0,0,1,0,0,0,0
DB12693,DB00540,0,0,0,0,0,0,1
DB12693,DB12427,0,0,1,0,0,0,0
DB12693,DB01454,0,0,0,0,0,0,1
DB12693,DB00889,0,0,1,0,0,0,0
DB12693,DB09186,0,0,1,0,0,0,0
DB12693,DB06512,0,0,1,0,0,0,0
DB12693,DB13457,0,0,1,0,0,0,0
DB12693,DB00953,0,0,1,0,0,0,0
DB12693,DB09061,0,0,1,0,0,0,0
DB12693,DB09248,1,0,0,0,0,0,0
DB12693,DB08810,0,0,1,0,0,0,0
DB12693,DB08918,0,0,0,0,0,0,1
DB12693,DB09254,1,0,0,0,0,0,0
DB12693,DB01171,1,0,0,0,0,0,0
DB12693,DB01200,0,0,1,0,0,0,0
DB12693,DB06153,0,0,1,0,0,0,0
DB12693,DB01037,1,0,0,0,0,0,0
DB12693,DB09225,0,0,1,0,0,0,0
DB12693,DB09167,0,0,0,0,0,0,1
DB12693,DB06148,0,0,0,0,0,0,1
DB12693,DB00315,0,0,1,0,0,0,0
DB12693,DB12110,0,0,1,0,0,0,0
DB12693,DB00234,0,0,1,0,0,0,0
DB12693,DB12111,0,0,1,0,0,0,0
DB12693,DB12071,0,0,1,0,0,0,0
DB12693,DB05227,0,0,1,0,0,0,0
DB12693,DB09290,0,0,1,0,0,0,0
DB12693,DB05562,0,0,1,0,0,0,0
DB12693,DB01175,0,0,1,0,0,0,0
DB12693,DB08815,0,0,1,0,0,0,0
DB12693,DB13496,0,0,1,0,0,0,0
DB12693,DB12930,0,0,1,0,0,0,0
DB12693,DB00320,0,0,1,0,0,0,0
DB12693,DB09190,0,0,1,0,0,0,0
DB12693,DB00543,0,0,0,0,0,0,1
DB12693,DB12229,0,0,1,0,0,0,0
DB12693,DB04908,0,0,1,0,0,0,0
DB12693,DB06701,0,0,1,0,0,0,0
DB12693,DB00574,0,0,1,0,0,0,0
DB12693,DB00805,1,0,0,0,0,0,0
DB12693,DB13588,0,0,1,0,0,0,0
DB12693,DB12395,0,0,1,0,0,0,0
DB12693,DB00514,0,0,0,0,0,0,1
DB12693,DB01442,0,0,1,0,0,0,0
DB12693,DB01168,1,0,0,0,0,0,0
DB12693,DB01484,0,0,1,0,0,0,0
DB12693,DB01403,1,0,0,0,0,0,0
DB12693,DB01253,0,0,1,0,0,0,0
DB12693,DB00960,0,0,0,0,0,0,1
DB12693,DB00454,0,0,1,0,0,0,0
DB12693,DB09250,1,0,0,0,0,0,0
DB12693,DB01114,0,0,0,0,0,0,1
DB12693,DB04820,1,0,0,0,0,0,0
DB12693,DB12951,0,0,1,0,0,0,0
DB12693,DB04836,0,0,1,0,0,0,0
DB00734,DB06594,0,0,1,0,0,0,0
DB00734,DB00726,1,0,0,0,0,0,0
DB00734,DB13782,0,0,1,0,0,0,0
DB00734,DB00998,0,0,1,0,0,0,0
DB00734,DB00813,0,0,1,0,0,0,0
DB00734,DB01156,0,0,1,0,0,0,0
DB00734,DB00696,1,0,0,0,0,0,0
DB00734,DB00934,1,0,0,0,0,0,0
DB00734,DB06288,1,0,0,0,0,0,0
DB00734,DB11957,0,0,1,0,0,0,0
DB00734,DB01624,1,0,0,0,0,0,0
DB00734,DB13948,0,0,1,0,0,0,0
DB00734,DB02959,0,0,1,0,0,0,0
DB00734,DB00344,0,0,1,0,0,0,0
DB00734,DB09226,0,0,1,0,0,0,0
DB00734,DB09016,0,0,1,0,0,0,0
DB00734,DB01239,1,0,0,0,0,0,0
DB00734,DB04821,0,0,1,0,0,0,0
DB00734,DB04818,0,0,1,0,0,0,0
DB00734,DB09243,0,0,1,0,0,0,0
DB00734,DB11755,0,0,1,0,0,0,0
DB00734,DB00391,1,0,0,0,0,0,0
DB00734,DB00579,0,0,1,0,0,0,0
DB00734,DB00472,0,0,0,0,0,0,1
DB00734,DB01509,0,1,0,0,0,0,0
DB00734,DB04948,0,0,0,0,1,0,0
DB00734,DB06480,0,0,0,0,0,0,0
DB00734,DB00176,0,0,0,0,0,0,1
DB00734,DB05271,1,0,0,0,0,0,0
DB00734,DB09247,0,0,1,0,0,0,0
DB00734,DB01079,0,0,0,0,0,0,1
DB00734,DB04896,0,0,1,0,0,0,0
DB00734,DB09244,0,0,1,0,0,0,0
DB00734,DB00601,0,0,1,0,0,0,0
DB00734,DB09187,0,0,1,0,0,0,0
DB00734,DB09307,0,0,1,0,0,0,0
DB00734,DB00508,1,0,0,0,0,0,0
DB00734,DB01151,0,0,0,0,0,0,1
DB00734,DB13225,0,0,1,0,0,0,0
DB00734,DB00865,0,1,0,0,0,0,0
DB00734,DB00589,0,0,0,0,0,1,0
DB00734,DB13940,0,1,0,0,0,0,0
DB00734,DB13550,0,0,1,0,0,0,0
DB00734,DB00933,0,0,1,0,0,0,0
DB00734,DB09042,0,0,0,0,0,0,0
DB00734,DB00715,0,0,0,0,0,0,1
DB00734,DB06684,0,0,0,0,0,0,1
DB00734,DB06654,0,0,0,0,0,1,0
DB00734,DB01242,1,0,0,0,0,0,0
DB00734,DB08953,0,0,1,0,0,0,0
DB00734,DB00780,1,0,0,0,0,0,0
DB00734,DB13876,0,0,1,0,0,0,0
DB00734,DB00904,0,0,1,0,0,0,0
DB00734,DB12833,0,0,1,0,0,0,0
DB00734,DB00752,1,0,0,0,0,0,0
DB00734,DB13114,0,0,1,0,0,0,0
DB00734,DB13273,0,0,1,0,0,0,0
DB00734,DB01392,0,0,1,0,0,0,0
DB00734,DB00952,0,0,1,0,0,0,0
DB00734,DB11859,0,0,1,0,0,0,0
DB00734,DB00837,0,0,0,0,0,1,0
DB00734,DB08059,0,0,1,0,0,0,0
DB00734,DB01238,1,0,0,0,0,0,0
DB00734,DB12163,0,0,1,0,0,0,0
DB00734,DB13875,0,0,1,0,0,0,0
DB00734,DB01104,0,0,1,0,0,0,0
DB00734,DB01142,1,0,0,0,0,0,0
DB00734,DB09185,0,0,0,0,0,0,1
DB00734,DB05542,0,0,1,0,0,0,0
DB00734,DB00721,0,0,1,0,0,0,0
DB00734,DB11686,0,0,1,0,0,0,0
DB00734,DB05607,0,0,1,0,0,0,0
DB00734,DB01622,1,0,0,0,0,0,0
DB00734,DB08839,0,0,1,0,0,0,0
DB00734,DB00875,1,0,0,0,0,0,0
DB00734,DB11699,0,0,1,0,0,0,0
DB00734,DB11675,0,0,1,0,0,0,0
DB00734,DB06077,0,0,1,0,0,0,0
DB00734,DB05316,1,0,0,0,0,0,0
DB00734,DB08996,0,0,1,0,0,0,0
DB00734,DB01626,0,0,1,0,0,0,0
DB00734,DB01191,0,0,1,0,0,0,0
DB00734,DB06506,0,0,0,0,0,0,1
DB00734,DB00751,0,0,1,0,0,0,0
DB00734,DB08811,0,0,1,0,0,0,0
DB00734,DB04829,0,0,1,0,0,0,0
DB00734,DB13384,0,0,1,0,0,0,0
DB00734,DB04946,1,0,0,0,0,0,0
DB00734,DB00408,0,0,1,0,0,0,0
DB00734,DB06700,0,0,1,0,0,0,0
DB00734,DB13246,0,0,1,0,0,0,0
DB00734,DB14185,1,0,0,0,0,0,0
DB00734,DB00434,1,0,0,0,0,0,0
DB00734,DB11732,0,0,1,0,0,0,0
DB00734,DB00206,1,0,0,0,0,0,0
DB00734,DB06204,1,0,0,0,0,0,0
DB00734,DB09023,1,0,0,0,0,0,0
DB00734,DB01367,1,0,0,0,0,0,0
DB00734,DB14754,0,0,1,0,0,0,0
DB00734,DB01224,1,0,0,0,0,0,0
DB00734,DB00216,0,0,1,0,0,0,0
DB00734,DB01616,0,0,1,0,0,0,0
DB00734,DB00458,1,0,0,0,0,0,0
DB00734,DB06582,0,0,1,0,0,0,0
DB00734,DB01577,0,1,0,0,0,0,0
DB00734,DB01445,0,0,1,0,0,0,0
DB00734,DB04832,0,0,1,0,0,0,0
DB00734,DB12465,0,0,1,0,0,0,0
DB00734,DB00490,0,0,1,0,0,0,0
DB00734,DB13014,0,0,1,0,0,0,0
DB00734,DB00477,1,0,0,0,0,0,0
DB00734,DB00656,0,0,1,0,0,0,0
DB00734,DB01149,1,0,0,0,0,0,0
DB00734,DB13352,0,0,1,0,0,0,0
DB00734,DB09184,0,0,1,0,0,0,0
DB00734,DB01049,0,0,1,0,0,0,0
DB00734,DB00924,0,0,1,0,0,0,0
DB00734,DB00285,0,0,1,0,0,0,0
DB00734,DB06660,0,0,1,0,0,0,0
DB00734,DB00969,0,0,1,0,0,0,0
DB00734,DB00866,1,0,0,0,0,0,0
DB00734,DB01356,0,0,1,0,0,0,0
DB00734,DB01247,1,0,0,0,0,0,0
DB00734,DB06731,0,0,1,0,0,0,0
DB00734,DB00321,1,0,0,0,0,0,0
DB00734,DB08550,0,0,1,0,0,0,0
DB00734,DB04917,0,0,1,0,0,0,0
DB00734,DB00777,1,0,0,0,0,0,0
DB00734,DB06216,1,0,0,0,0,0,0
DB00734,DB04871,0,0,0,0,0,0,1
DB00734,DB00714,1,0,0,0,0,0,0
DB00734,DB00476,0,0,0,0,0,0,1
DB00734,DB00420,1,0,0,0,0,0,0
DB00734,DB09014,0,0,1,0,0,0,0
DB00734,DB01621,0,0,1,0,0,0,0
DB00734,DB01069,1,0,0,0,0,0,0
DB00734,DB14509,1,0,0,0,0,0,0
DB00734,DB04599,0,0,1,0,0,0,0
DB00734,DB09241,1,0,0,0,0,0,0
DB00734,DB09249,0,0,1,0,0,0,0
DB00734,DB01614,1,0,0,0,0,0,0
DB00734,DB00377,0,0,1,0,0,0,0
DB00734,DB01359,1,0,0,0,0,0,0
DB00734,DB13520,0,0,1,0,0,0,0
DB00734,DB00248,0,0,0,0,0,1,0
DB00734,DB01954,0,0,1,0,0,0,0
DB00734,DB09253,0,0,1,0,0,0,0
DB00734,DB00679,1,0,0,0,0,0,0
DB00734,DB00669,0,0,1,0,0,0,0
DB00734,DB04842,0,0,1,0,0,0,0
DB00734,DB09251,0,0,1,0,0,0,0
DB00734,DB01267,0,0,1,0,0,0,0
DB00734,DB00614,0,0,1,0,0,0,0
DB00734,DB12661,1,0,0,0,0,0,0
DB00734,DB14010,0,0,1,0,0,0,0
DB00734,DB00604,0,0,0,0,0,0,1
DB00734,DB13219,0,0,1,0,0,0,0
DB00734,DB04885,0,0,1,0,0,0,0
DB00734,DB06109,0,0,1,0,0,0,0
DB00734,DB00540,1,0,0,0,0,0,0
DB00734,DB12427,0,0,1,0,0,0,0
DB00734,DB01454,0,1,0,0,0,0,0
DB00734,DB00889,0,0,1,0,0,0,0
DB00734,DB09186,0,0,1,0,0,0,0
DB00734,DB06512,0,0,1,0,0,0,0
DB00734,DB13457,0,0,1,0,0,0,0
DB00734,DB00953,0,0,1,0,0,0,0
DB00734,DB09061,0,0,1,0,0,0,0
DB00734,DB09248,0,0,1,0,0,0,0
DB00734,DB08810,0,0,1,0,0,0,0
DB00734,DB08918,0,0,1,0,0,0,0
DB00734,DB09254,0,0,1,0,0,0,0
DB00734,DB01171,0,0,1,0,0,0,0
DB00734,DB01200,1,0,0,0,0,0,0
DB00734,DB06153,1,0,0,0,0,0,0
DB00734,DB01037,1,0,0,0,0,0,0
DB00734,DB09225,0,0,1,0,0,0,0
DB00734,DB09167,0,0,0,0,0,0,1
DB00734,DB06148,0,0,1,0,0,0,0
DB00734,DB00315,0,0,1,0,0,0,0
DB00734,DB12110,0,0,1,0,0,0,0
DB00734,DB00234,0,0,1,0,0,0,0
DB00734,DB12111,0,0,1,0,0,0,0
DB00734,DB12071,0,0,1,0,0,0,0
DB00734,DB05227,0,0,1,0,0,0,0
DB00734,DB09290,0,0,1,0,0,0,0
DB00734,DB05562,0,0,1,0,0,0,0
DB00734,DB01175,0,0,1,0,0,0,0
DB00734,DB08815,1,0,0,0,0,0,0
DB00734,DB13496,0,0,1,0,0,0,0
DB00734,DB12930,0,0,1,0,0,0,0
DB00734,DB00320,1,0,0,0,0,0,0
DB00734,DB09190,0,0,1,0,0,0,0
DB00734,DB00543,1,0,0,0,0,0,0
DB00734,DB12229,0,0,1,0,0,0,0
DB00734,DB04908,0,0,1,0,0,0,0
DB00734,DB06701,0,0,1,0,0,0,0
DB00734,DB00574,0,0,0,0,0,1,0
DB00734,DB00805,0,0,1,0,0,0,0
DB00734,DB13588,0,0,1,0,0,0,0
DB00734,DB12395,0,0,1,0,0,0,0
DB00734,DB00514,0,0,1,0,0,0,0
DB00734,DB01442,0,1,0,0,0,0,0
DB00734,DB01168,0,0,1,0,0,0,0
DB00734,DB01484,0,1,0,0,0,0,0
DB00734,DB01403,1,0,0,0,0,0,0
DB00734,DB01253,0,0,0,0,0,1,0
DB00734,DB00960,1,0,0,0,0,0,0
DB00734,DB00454,0,0,1,0,0,0,0
DB00734,DB09250,0,0,1,0,0,0,0
DB00734,DB01114,0,0,1,0,0,0,0
DB00734,DB04820,0,0,1,0,0,0,0
DB00734,DB12951,0,0,1,0,0,0,0
DB00734,DB04836,0,0,1,0,0,0,0
DB06594,DB00726,0,0,0,0,0,0,1
DB06594,DB13782,0,0,1,0,0,0,0
DB06594,DB00998,0,0,1,0,0,0,0
DB06594,DB00813,0,0,1,0,0,0,0
DB06594,DB01156,0,0,1,0,0,0,0
DB06594,DB00696,0,0,1,0,0,0,0
DB06594,DB00934,1,0,0,0,0,0,0
DB06594,DB06288,0,0,1,0,0,0,0
DB06594,DB11957,0,0,1,0,0,0,0
DB06594,DB01624,0,0,1,0,0,0,0
DB06594,DB13948,0,0,1,0,0,0,0
DB06594,DB02959,0,0,1,0,0,0,0
DB06594,DB00344,0,0,1,0,0,0,0
DB06594,DB09226,0,0,1,0,0,0,0
DB06594,DB09016,0,0,1,0,0,0,0
DB06594,DB01239,1,0,0,0,0,0,0
DB06594,DB04821,0,0,1,0,0,0,0
DB06594,DB04818,0,0,1,0,0,0,0
DB06594,DB09243,0,0,1,0,0,0,0
DB06594,DB11755,0,0,1,0,0,0,0
DB06594,DB00391,0,0,1,0,0,0,0
DB06594,DB00579,0,0,1,0,0,0,0
DB06594,DB00472,1,0,0,0,0,0,0
DB06594,DB01509,0,0,1,0,0,0,0
DB06594,DB04948,0,0,0,0,1,0,0
DB06594,DB06480,0,0,0,0,0,0,0
DB06594,DB00176,0,0,0,0,0,0,1
DB06594,DB05271,1,0,0,0,0,0,0
DB06594,DB09247,0,0,1,0,0,0,0
DB06594,DB01079,0,0,0,0,0,0,1
DB06594,DB04896,0,0,1,0,0,0,0
DB06594,DB09244,0,0,1,0,0,0,0
DB06594,DB00601,0,0,0,0,0,0,0
DB06594,DB09187,0,0,1,0,0,0,0
DB06594,DB09307,0,0,1,0,0,0,0
DB06594,DB00508,1,0,0,0,0,0,0
DB06594,DB01151,1,0,0,0,0,0,0
DB06594,DB13225,0,0,1,0,0,0,0
DB06594,DB00865,0,0,1,0,0,0,0
DB06594,DB00589,0,0,1,0,0,0,0
DB06594,DB13940,0,0,1,0,0,0,0
DB06594,DB13550,0,0,1,0,0,0,0
DB06594,DB00933,0,0,1,0,0,0,0
DB06594,DB09042,0,0,0,0,0,0,0
DB06594,DB00715,0,0,1,0,0,0,0
DB06594,DB06684,0,0,1,0,0,0,0
DB06594,DB06654,0,0,1,0,0,0,0
DB06594,DB01242,0,0,1,0,0,0,0
DB06594,DB08953,0,0,1,0,0,0,0
DB06594,DB00780,0,0,1,0,0,0,0
DB06594,DB13876,0,0,1,0,0,0,0
DB06594,DB00904,0,0,1,0,0,0,0
DB06594,DB12833,0,0,1,0,0,0,0
DB06594,DB00752,0,0,1,0,0,0,0
DB06594,DB13114,0,0,1,0,0,0,0
DB06594,DB13273,0,0,1,0,0,0,0
DB06594,DB01392,0,0,1,0,0,0,0
DB06594,DB00952,0,0,1,0,0,0,0
DB06594,DB11859,0,0,1,0,0,0,0
DB06594,DB00837,0,0,1,0,0,0,0
DB06594,DB08059,0,0,1,0,0,0,0
DB06594,DB01238,1,0,0,0,0,0,0
DB06594,DB12163,0,0,1,0,0,0,0
DB06594,DB13875,0,0,1,0,0,0,0
DB06594,DB01104,0,0,1,0,0,0,0
DB06594,DB01142,1,0,0,0,0,0,0
DB06594,DB09185,0,0,0,0,0,0,1
DB06594,DB05542,0,0,1,0,0,0,0
DB06594,DB00721,0,0,1,0,0,0,0
DB06594,DB11686,0,0,1,0,0,0,0
DB06594,DB05607,0,0,1,0,0,0,0
DB06594,DB01622,0,0,1,0,0,0,0
DB06594,DB08839,0,0,1,0,0,0,0
DB06594,DB00875,1,0,0,0,0,0,0
DB06594,DB11699,0,0,1,0,0,0,0
DB06594,DB11675,0,0,1,0,0,0,0
DB06594,DB06077,0,0,1,0,0,0,0
DB06594,DB05316,0,0,0,0,0,0,0
DB06594,DB08996,0,0,1,0,0,0,0
DB06594,DB01626,0,0,1,0,0,0,0
DB06594,DB01191,0,0,0,0,0,0,1
DB06594,DB06506,0,0,0,0,0,0,0
DB06594,DB00751,0,0,1,0,0,0,0
DB06594,DB08811,0,0,1,0,0,0,0
DB06594,DB04829,0,0,1,0,0,0,0
DB06594,DB13384,0,0,1,0,0,0,0
DB06594,DB04946,0,0,1,0,0,0,0
DB06594,DB00408,0,0,1,0,0,0,0
DB06594,DB06700,0,0,1,0,0,0,0
DB06594,DB13246,0,0,1,0,0,0,0
DB06594,DB14185,0,0,1,0,0,0,0
DB06594,DB00434,1,0,0,0,0,0,0
DB06594,DB11732,0,0,1,0,0,0,0
DB06594,DB00206,0,0,1,0,0,0,0
DB06594,DB06204,1,0,0,0,0,0,0
DB06594,DB09023,1,0,0,0,0,0,0
DB06594,DB01367,0,0,1,0,0,0,0
DB06594,DB14754,0,0,1,0,0,0,0
DB06594,DB01224,1,0,0,0,0,0,0
DB06594,DB00216,0,0,1,0,0,0,0
DB06594,DB01616,0,0,1,0,0,0,0
DB06594,DB00458,0,0,0,0,0,0,1
DB06594,DB06582,0,0,1,0,0,0,0
DB06594,DB01577,0,0,1,0,0,0,0
DB06594,DB01445,0,0,1,0,0,0,0
DB06594,DB04832,0,0,1,0,0,0,0
DB06594,DB12465,0,0,1,0,0,0,0
DB06594,DB00490,0,0,1,0,0,0,0
DB06594,DB13014,0,0,1,0,0,0,0
DB06594,DB00477,1,0,0,0,0,0,0
DB06594,DB00656,0,0,1,0,0,0,0
DB06594,DB01149,0,0,1,0,0,0,0
DB06594,DB13352,0,0,1,0,0,0,0
DB06594,DB09184,0,0,1,0,0,0,0
DB06594,DB01049,0,0,1,0,0,0,0
DB06594,DB00924,0,0,1,0,0,0,0
DB06594,DB00285,0,0,1,0,0,0,0
DB06594,DB06660,0,0,1,0,0,0,0
DB06594,DB00969,0,0,0,0,0,0,1
DB06594,DB00866,0,0,1,0,0,0,0
DB06594,DB01356,0,0,1,0,0,0,0
DB06594,DB01247,0,0,1,0,0,0,0
DB06594,DB06731,0,0,1,0,0,0,0
DB06594,DB00321,1,0,0,0,0,0,0
DB06594,DB08550,0,0,1,0,0,0,0
DB06594,DB04917,0,0,1,0,0,0,0
DB06594,DB00777,1,0,0,0,0,0,0
DB06594,DB06216,0,0,1,0,0,0,0
DB06594,DB04871,0,0,1,0,0,0,0
DB06594,DB00714,0,0,1,0,0,0,0
DB06594,DB00476,0,0,1,0,0,0,0
DB06594,DB00420,1,0,0,0,0,0,0
DB06594,DB09014,0,0,1,0,0,0,0
DB06594,DB01621,0,0,1,0,0,0,0
DB06594,DB01069,1,0,0,0,0,0,0
DB06594,DB14509,0,0,1,0,0,0,0
DB06594,DB04599,0,0,1,0,0,0,0
DB06594,DB09241,0,0,1,0,0,0,0
DB06594,DB09249,0,0,1,0,0,0,0
DB06594,DB01614,0,0,1,0,0,0,0
DB06594,DB00377,0,0,1,0,0,0,0
DB06594,DB01359,0,0,1,0,0,0,0
DB06594,DB13520,0,0,1,0,0,0,0
DB06594,DB00248,0,0,1,0,0,0,0
DB06594,DB01954,0,0,1,0,0,0,0
DB06594,DB09253,0,0,1,0,0,0,0
DB06594,DB00679,0,0,1,0,0,0,0
DB06594,DB00669,0,0,1,0,0,0,0
DB06594,DB04842,0,0,1,0,0,0,0
DB06594,DB09251,0,0,1,0,0,0,0
DB06594,DB01267,0,0,1,0,0,0,0
DB06594,DB00614,0,0,1,0,0,0,0
DB06594,DB12661,0,0,1,0,0,0,0
DB06594,DB14010,0,0,1,0,0,0,0
DB06594,DB00604,0,0,1,0,0,0,0
DB06594,DB13219,0,0,1,0,0,0,0
DB06594,DB04885,0,0,1,0,0,0,0
